bioguideId,name,terms
S000607,"Smith, Robert","{'item': [{'chamber': 'House of Representatives', 'endYear': 1995, 'startYear': 1983}, {'chamber': 'House of Representatives', 'endYear': 1999, 'startYear': 1997}]}"
S000606,"Smith, Bob","{'item': [{'chamber': 'House of Representatives', 'endYear': 1991, 'startYear': 1985}, {'chamber': 'Senate', 'endYear': 2003, 'startYear': 1991}]}"
S000601,"Smith, Peter","{'item': [{'chamber': 'House of Representatives', 'endYear': 1991, 'startYear': 1989}]}"
S000597,"Smith, Nick","{'item': [{'chamber': 'House of Representatives', 'endYear': 2005, 'startYear': 1993}]}"
S000596,"Smith, Neal Edward","{'item': [{'chamber': 'House of Representatives', 'endYear': 1995, 'startYear': 1959}]}"
S000587,"Smith, Linda","{'item': [{'chamber': 'House of Representatives', 'endYear': 1999, 'startYear': 1995}]}"
S000586,"Smith, Lawrence","{'item': [{'chamber': 'House of Representatives', 'endYear': 1993, 'startYear': 1983}]}"
S000584,"Smith, Larkin","{'item': [{'chamber': 'House of Representatives', 'endYear': 1991, 'startYear': 1989}]}"
S000583,"Smith, Lamar","{'item': [{'chamber': 'House of Representatives', 'endYear': 2019, 'startYear': 1987}]}"
S000579,"Smith, Joseph F.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1983, 'startYear': 1981}]}"
S000548,"Smith, Henry P., III","{'item': [{'chamber': 'House of Representatives', 'endYear': 1975, 'startYear': 1965}]}"
S000527,"Smith, Denny","{'item': [{'chamber': 'House of Representatives', 'endYear': 1991, 'startYear': 1981}]}"
S000522,"Smith, Christopher H.","{'item': [{'chamber': 'House of Representatives', 'startYear': 1981}]}"
S000514,"Smith, Albert L., Jr.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1983, 'startYear': 1981}]}"
S000480,"Slaughter, Louise McIntosh","{'item': [{'chamber': 'House of Representatives', 'endYear': 2018, 'startYear': 1987}]}"
S000479,"Slaughter, D. French, Jr.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1993, 'startYear': 1985}]}"
S000477,"Slattery, Jim","{'item': [{'chamber': 'House of Representatives', 'endYear': 1995, 'startYear': 1983}]}"
S000473,"Slack, John","{'item': [{'chamber': 'House of Representatives', 'endYear': 1981, 'startYear': 1959}]}"
S000472,"Skubitz, Joe","{'item': [{'chamber': 'House of Representatives', 'endYear': 1979, 'startYear': 1963}]}"
S000465,"Skelton, Ike","{'item': [{'chamber': 'House of Representatives', 'endYear': 2011, 'startYear': 1977}]}"
S000463,"Skeen, Joe","{'item': [{'chamber': 'House of Representatives', 'endYear': 2003, 'startYear': 1981}]}"
S000462,"Skaggs, David E.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1999, 'startYear': 1987}]}"
S000454,"Sisk, B. F.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1979, 'startYear': 1955}]}"
S000453,"Sisisky, Norman","{'item': [{'chamber': 'House of Representatives', 'endYear': 2001, 'startYear': 1983}]}"
S000423,"Simon, Paul","{'item': [{'chamber': 'House of Representatives', 'endYear': 1985, 'startYear': 1975}, {'chamber': 'Senate', 'endYear': 1997, 'startYear': 1985}]}"
S000409,"Siljander, Mark D.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1987, 'startYear': 1981}]}"
S000407,"Sikorski, Gerry E.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1993, 'startYear': 1983}]}"
S000406,"Sikes, Robert L. F.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1979, 'startYear': 1941}]}"
S000388,"Shriver, Garner E.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1977, 'startYear': 1961}]}"
S000383,"Shoup, Dick","{'item': [{'chamber': 'House of Representatives', 'endYear': 1975, 'startYear': 1971}]}"
S000367,"Shipley, George E.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1979, 'startYear': 1959}]}"
S000332,"Shepherd, Karen","{'item': [{'chamber': 'House of Representatives', 'endYear': 1995, 'startYear': 1993}]}"
S001144,"Shays, Christopher","{'item': [{'chamber': 'House of Representatives', 'endYear': 2009, 'startYear': 1987}]}"
S000303,"Shaw, E. Clay, Jr.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2007, 'startYear': 1981}]}"
S000294,"Sharp, Philip R.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1995, 'startYear': 1975}]}"
S000286,"Shannon, James M.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1985, 'startYear': 1979}]}"
S000282,"Shamansky, Bob","{'item': [{'chamber': 'House of Representatives', 'endYear': 1983, 'startYear': 1981}]}"
S000275,"Shadegg, John B.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2011, 'startYear': 1995}]}"
S000248,"Serrano, Jose E.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2021, 'startYear': 1989}]}"
S000244,"Sensenbrenner, F. James, Jr.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2021, 'startYear': 1979}]}"
S000230,"Seiberling, John F.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1987, 'startYear': 1971}]}"
S000217,"Sebelius, Keith G.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1981, 'startYear': 1969}]}"
S000213,"Seastrand, Andrea H.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1997, 'startYear': 1995}]}"
S000185,"Scott, Robert C. ""Bobby""","{'item': [{'chamber': 'House of Representatives', 'startYear': 1993}]}"
S000146,"Schulze, Richard T.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1993, 'startYear': 1975}]}"
S000143,"Schuette, Bill","{'item': [{'chamber': 'House of Representatives', 'endYear': 1991, 'startYear': 1985}]}"
S000136,"Schneider, Claudine","{'item': [{'chamber': 'House of Representatives', 'endYear': 1991, 'startYear': 1981}]}"
S000135,"Schneebeli, Herman T.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1977, 'startYear': 1959}]}"
S000125,"Schiff, Steven","{'item': [{'chamber': 'House of Representatives', 'endYear': 1999, 'startYear': 1989}]}"
S000124,"Scheuer, James H.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1973, 'startYear': 1965}, {'chamber': 'House of Representatives', 'endYear': 1993, 'startYear': 1975}]}"
S000121,"Scherle, William J.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1975, 'startYear': 1967}]}"
S000119,"Schenk, Lynn","{'item': [{'chamber': 'House of Representatives', 'endYear': 1995, 'startYear': 1993}]}"
S000109,"Schaefer, Dan","{'item': [{'chamber': 'House of Representatives', 'endYear': 1999, 'startYear': 1983}]}"
S000106,"Scarborough, Joe","{'item': [{'chamber': 'House of Representatives', 'endYear': 2001, 'startYear': 1995}]}"
S000102,"Saylor, John P.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1975, 'startYear': 1949}]}"
S000097,"Saxton, Jim","{'item': [{'chamber': 'House of Representatives', 'endYear': 2009, 'startYear': 1985}]}"
S000087,"Sawyer, Harold S.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1985, 'startYear': 1977}]}"
S000081,"Savage, Gus","{'item': [{'chamber': 'House of Representatives', 'endYear': 1993, 'startYear': 1981}]}"
S000070,"Satterfield, David E., III","{'item': [{'chamber': 'House of Representatives', 'endYear': 1981, 'startYear': 1965}]}"
S000066,"Sarpalius, Bill","{'item': [{'chamber': 'House of Representatives', 'endYear': 1995, 'startYear': 1989}]}"
S000064,"Sarbanes, Paul S.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1977, 'startYear': 1971}, {'chamber': 'Senate', 'endYear': 2007, 'startYear': 1977}]}"
S000059,"Santorum, Rick","{'item': [{'chamber': 'House of Representatives', 'endYear': 1995, 'startYear': 1991}, {'chamber': 'Senate', 'endYear': 2007, 'startYear': 1995}]}"
S000058,"Santini, James D.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1983, 'startYear': 1975}]}"
S000056,"Sangmeister, George E.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1995, 'startYear': 1989}]}"
S000051,"Sanford, Mark","{'item': [{'chamber': 'House of Representatives', 'endYear': 2001, 'startYear': 1995}, {'chamber': 'House of Representatives', 'endYear': 2019, 'startYear': 2013}]}"
S000045,"Sandman, Charles W., Jr.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1975, 'startYear': 1967}]}"
S000018,"Salmon, Matt","{'item': [{'chamber': 'House of Representatives', 'endYear': 2001, 'startYear': 1995}, {'chamber': 'House of Representatives', 'endYear': 2017, 'startYear': 2013}]}"
S000014,"Saiki, Patricia","{'item': [{'chamber': 'House of Representatives', 'endYear': 1991, 'startYear': 1987}]}"
S000005,"Sabo, Martin Olav","{'item': [{'chamber': 'House of Representatives', 'endYear': 2007, 'startYear': 1979}]}"
R000558,"Ryan, Leo J.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1979, 'startYear': 1973}]}"
R000545,"Ruth, Earl B.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1975, 'startYear': 1969}]}"
R000543,"Russo, Martin A.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1993, 'startYear': 1975}]}"
R000512,"Ruppe, Philip E.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1979, 'startYear': 1967}]}"
R000510,"Runnels, Harold L.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1981, 'startYear': 1971}]}"
R000495,"Rudd, Eldon D.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1987, 'startYear': 1977}]}"
R000489,"Royer, William","{'item': [{'chamber': 'House of Representatives', 'endYear': 1981, 'startYear': 1979}]}"
R000487,"Royce, Edward R.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2019, 'startYear': 1993}]}"
R000485,"Roybal, Edward R.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1993, 'startYear': 1963}]}"
R000484,"Roy, William R.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1975, 'startYear': 1971}]}"
R000482,"Rowland, John G.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1991, 'startYear': 1985}]}"
R000481,"Rowland, J. Roy","{'item': [{'chamber': 'House of Representatives', 'endYear': 1995, 'startYear': 1983}]}"
R000469,"Rousselot, John H.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1963, 'startYear': 1961}, {'chamber': 'House of Representatives', 'endYear': 1983, 'startYear': 1969}]}"
R000467,"Roush, J. Edward","{'item': [{'chamber': 'House of Representatives', 'endYear': 1969, 'startYear': 1959}, {'chamber': 'House of Representatives', 'endYear': 1977, 'startYear': 1971}]}"
R000465,"Roukema, Marge","{'item': [{'chamber': 'House of Representatives', 'endYear': 2003, 'startYear': 1981}]}"
R000459,"Roth, Toby","{'item': [{'chamber': 'House of Representatives', 'endYear': 1997, 'startYear': 1979}]}"
R000458,"Rostenkowski, Dan","{'item': [{'chamber': 'House of Representatives', 'endYear': 1995, 'startYear': 1959}]}"
R000442,"Rosenthal, Benjamin S.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1983, 'startYear': 1961}]}"
R000436,"Rose, Charlie","{'item': [{'chamber': 'House of Representatives', 'endYear': 1997, 'startYear': 1973}]}"
R000435,"Ros-Lehtinen, Ileana","{'item': [{'chamber': 'House of Representatives', 'endYear': 2019, 'startYear': 1989}]}"
R000424,"Rooney, John J.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1975, 'startYear': 1943}]}"
R000423,"Rooney, Fred B.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1979, 'startYear': 1963}]}"
R000422,"Roncallo, Angelo D.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1975, 'startYear': 1973}]}"
R000421,"Roncalio, Teno","{'item': [{'chamber': 'House of Representatives', 'endYear': 1967, 'startYear': 1965}, {'chamber': 'House of Representatives', 'endYear': 1979, 'startYear': 1971}]}"
R000417,"Romero-Barcelo, Carlos A.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2001, 'startYear': 1993}]}"
R000409,"Rohrabacher, Dana","{'item': [{'chamber': 'House of Representatives', 'endYear': 2019, 'startYear': 1989}]}"
R000401,"Rogers, Paul G.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1979, 'startYear': 1955}]}"
R000395,"Rogers, Harold","{'item': [{'chamber': 'House of Representatives', 'startYear': 1981}]}"
R000385,"Roemer, Tim","{'item': [{'chamber': 'House of Representatives', 'endYear': 2003, 'startYear': 1991}]}"
R000384,"Roemer, Buddy","{'item': [{'chamber': 'House of Representatives', 'endYear': 1989, 'startYear': 1981}]}"
R000383,"Roe, Robert A.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1993, 'startYear': 1969}]}"
R000374,"Rodino, Peter W., Jr.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1989, 'startYear': 1949}]}"
R000357,"Robison, Howard W.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1975, 'startYear': 1957}]}"
R000354,"Robinson, Tommy F.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1991, 'startYear': 1985}]}"
R000337,"Robinson, J. Kenneth","{'item': [{'chamber': 'House of Representatives', 'endYear': 1985, 'startYear': 1971}]}"
R000312,"Roberts, Ray","{'item': [{'chamber': 'House of Representatives', 'endYear': 1981, 'startYear': 1961}]}"
R000307,"Roberts, Pat","{'item': [{'chamber': 'House of Representatives', 'endYear': 1997, 'startYear': 1981}, {'chamber': 'Senate', 'endYear': 2021, 'startYear': 1997}]}"
R000308,"Roberts, Clint","{'item': [{'chamber': 'House of Representatives', 'endYear': 1983, 'startYear': 1981}]}"
R000281,"Rivers, Lynn N.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2003, 'startYear': 1995}]}"
R000277,"Ritter, Don","{'item': [{'chamber': 'House of Representatives', 'endYear': 1993, 'startYear': 1979}]}"
R000268,"Risenhoover, Theodore M.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1979, 'startYear': 1975}]}"
R000262,"Rinaldo, Matthew J.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1993, 'startYear': 1973}]}"
R000252,"Riggs, Frank","{'item': [{'chamber': 'House of Representatives', 'endYear': 1993, 'startYear': 1991}, {'chamber': 'House of Representatives', 'endYear': 1999, 'startYear': 1995}]}"
R000249,"Riegle, Donald W., Jr.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1977, 'startYear': 1967}, {'chamber': 'Senate', 'endYear': 1995, 'startYear': 1977}]}"
B000839,"Brinkley, Jack","{'item': [{'chamber': 'House of Representatives', 'endYear': 1983, 'startYear': 1967}]}"
B000817,"Brewster, Bill K.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1997, 'startYear': 1991}]}"
B000798,"Brennan, Joseph E.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1991, 'startYear': 1987}]}"
B000788,"Breckinridge, John B.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1979, 'startYear': 1973}]}"
B000780,"Breaux, John B.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1987, 'startYear': 1971}, {'chamber': 'Senate', 'endYear': 2005, 'startYear': 1987}]}"
B000778,"Bray, William G.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1975, 'startYear': 1951}]}"
B000771,"Brasco, Frank","{'item': [{'chamber': 'House of Representatives', 'endYear': 1975, 'startYear': 1967}]}"
B000736,"Brademas, John","{'item': [{'chamber': 'House of Representatives', 'endYear': 1981, 'startYear': 1959}]}"
B000711,"Boxer, Barbara","{'item': [{'chamber': 'House of Representatives', 'endYear': 1993, 'startYear': 1983}, {'chamber': 'Senate', 'endYear': 2017, 'startYear': 1993}]}"
B000682,"Bowen, David R.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1983, 'startYear': 1973}]}"
B000666,"Boulter, Beau","{'item': [{'chamber': 'House of Representatives', 'endYear': 1989, 'startYear': 1985}]}"
B000657,"Boucher, Rick","{'item': [{'chamber': 'House of Representatives', 'endYear': 2011, 'startYear': 1983}]}"
B000648,"Bosco, Douglas H.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1991, 'startYear': 1983}]}"
B000644,"Borski, Robert A.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2003, 'startYear': 1983}]}"
B000622,"Bono, Sonny","{'item': [{'chamber': 'House of Representatives', 'endYear': 1999, 'startYear': 1995}]}"
B000619,"Bonior, David E.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2003, 'startYear': 1977}]}"
B000617,"Bonilla, Henry","{'item': [{'chamber': 'House of Representatives', 'endYear': 2007, 'startYear': 1993}]}"
B000615,"Boner, William H.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1989, 'startYear': 1979}]}"
B000605,"Bolling, Richard","{'item': [{'chamber': 'House of Representatives', 'endYear': 1983, 'startYear': 1949}]}"
B000600,"Boland, Edward P.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1989, 'startYear': 1953}]}"
B000592,"Boggs, Corinne C. (Lindy)","{'item': [{'chamber': 'House of Representatives', 'endYear': 1991, 'startYear': 1973}]}"
B000589,"Boehner, John A.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2015, 'startYear': 1991}]}"
B000586,"Boehlert, Sherwood","{'item': [{'chamber': 'House of Representatives', 'endYear': 2007, 'startYear': 1983}]}"
B000576,"Blute, Peter I.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1997, 'startYear': 1993}]}"
B000574,"Blumenauer, Earl","{'item': [{'chamber': 'House of Representatives', 'startYear': 1995}]}"
B000567,"Blouin, Michael","{'item': [{'chamber': 'House of Representatives', 'endYear': 1979, 'startYear': 1975}]}"
B000556,"Bliley, Tom","{'item': [{'chamber': 'House of Representatives', 'endYear': 2001, 'startYear': 1981}]}"
B000551,"Blaz, Ben G.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1993, 'startYear': 1985}]}"
B000550,"Blatnik, John Anton","{'item': [{'chamber': 'House of Representatives', 'endYear': 1975, 'startYear': 1947}]}"
B000538,"Blanchard, James","{'item': [{'chamber': 'House of Representatives', 'endYear': 1983, 'startYear': 1975}]}"
B000517,"Blackwell, Lucien E.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1995, 'startYear': 1991}]}"
B000506,"Blackburn, Ben","{'item': [{'chamber': 'House of Representatives', 'endYear': 1975, 'startYear': 1967}]}"
B000490,"Bishop, Sanford D., Jr.","{'item': [{'chamber': 'House of Representatives', 'startYear': 1993}]}"
B000472,"Bingham, Jonathan B.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1983, 'startYear': 1965}]}"
B000463,"Bilirakis, Michael","{'item': [{'chamber': 'House of Representatives', 'endYear': 2007, 'startYear': 1983}]}"
B000462,"Bilbray, James H.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1995, 'startYear': 1987}]}"
B000451,"Biester, Edward G., Jr.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1977, 'startYear': 1967}]}"
B000432,"Biaggi, Mario","{'item': [{'chamber': 'House of Representatives', 'endYear': 1989, 'startYear': 1969}]}"
B000431,"Bevill, Tom","{'item': [{'chamber': 'House of Representatives', 'endYear': 1997, 'startYear': 1967}]}"
B000422,"Bethune, Ed","{'item': [{'chamber': 'House of Representatives', 'endYear': 1985, 'startYear': 1979}]}"
B000410,"Berman, Howard L.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2013, 'startYear': 1983}]}"
B000408,"Bergland, Bob","{'item': [{'chamber': 'House of Representatives', 'endYear': 1979, 'startYear': 1971}]}"
B000403,"Bereuter, Doug","{'item': [{'chamber': 'House of Representatives', 'endYear': 2004, 'startYear': 1979}]}"
N000051,"Nethercutt, George R., Jr.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2005, 'startYear': 1995}]}"
N000032,"Nelson, Bill","{'item': [{'chamber': 'House of Representatives', 'endYear': 1991, 'startYear': 1979}, {'chamber': 'Senate', 'endYear': 2019, 'startYear': 2001}]}"
N000028,"Nelsen, Ancher","{'item': [{'chamber': 'House of Representatives', 'endYear': 1975, 'startYear': 1959}]}"
N000027,"Nelligan, James L.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1983, 'startYear': 1981}]}"
N000019,"Nedzi, Lucien N.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1981, 'startYear': 1961}]}"
N000016,"Neal, Stephen L.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1995, 'startYear': 1975}]}"
N000015,"Neal, Richard E.","{'item': [{'chamber': 'House of Representatives', 'startYear': 1989}]}"
N000009,"Natcher, William H.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1995, 'startYear': 1953}]}"
N000005,"Napier, John L.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1983, 'startYear': 1981}]}"
N000003,"Nagle, Dave R,","{'item': [{'chamber': 'House of Representatives', 'endYear': 1993, 'startYear': 1987}]}"
N000002,"Nadler, Jerrold","{'item': [{'chamber': 'House of Representatives', 'startYear': 1991}]}"
M001134,"Myrick, Sue Wilkins","{'item': [{'chamber': 'House of Representatives', 'endYear': 2013, 'startYear': 1995}]}"
M001132,"Myers, Michael O.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1981, 'startYear': 1977}]}"
M001130,"Myers, John T.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1997, 'startYear': 1967}]}"
M001128,"Myers, Gary A.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1979, 'startYear': 1975}]}"
M001123,"Musto,  Raphael","{'item': [{'chamber': 'House of Representatives', 'endYear': 1981, 'startYear': 1979}]}"
M001101,"Murphy, Morgan F.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1981, 'startYear': 1971}]}"
M001098,"Murphy, John M.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1981, 'startYear': 1963}]}"
M001088,"Murphy, Austin J.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1995, 'startYear': 1977}]}"
M001057,"Mrazek, Robert J.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1993, 'startYear': 1983}]}"
M001044,"Mottl, Ronald M.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1983, 'startYear': 1975}]}"
M001035,"Moss, John E.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1979, 'startYear': 1953}]}"
M001031,"Mosher, Charles A.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1977, 'startYear': 1961}]}"
M000999,"Morrison, Sid","{'item': [{'chamber': 'House of Representatives', 'endYear': 1993, 'startYear': 1981}]}"
M000992,"Morrison, Bruce A.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1991, 'startYear': 1983}]}"
M000958,"Morgan, Thomas E.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1959, 'startYear': 1945}, {'chamber': 'House of Representatives', 'endYear': 1977, 'startYear': 1963}]}"
M000941,"Morella, Constance A.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2003, 'startYear': 1987}]}"
M000933,"Moran, James P.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2015, 'startYear': 1991}]}"
M000930,"Moorhead, William S.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1981, 'startYear': 1959}]}"
M000926,"Moorhead, Carlos J.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1997, 'startYear': 1973}]}"
M000923,"Moore, W. Henson","{'item': [{'chamber': 'House of Representatives', 'endYear': 1987, 'startYear': 1975}]}"
M000881,"Moody, Jim","{'item': [{'chamber': 'House of Representatives', 'endYear': 1993, 'startYear': 1983}]}"
M000865,"Montgomery, G. V. (Sonny)","{'item': [{'chamber': 'House of Representatives', 'endYear': 1997, 'startYear': 1967}]}"
M000860,"Monson, David S.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1987, 'startYear': 1985}]}"
M000845,"Mollohan, Robert H.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1957, 'startYear': 1953}, {'chamber': 'House of Representatives', 'endYear': 1983, 'startYear': 1969}]}"
M000844,"Mollohan, Alan B.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2011, 'startYear': 1983}]}"
M000843,"Molinari, Susan","{'item': [{'chamber': 'House of Representatives', 'endYear': 1999, 'startYear': 1989}]}"
M000842,"Molinari, Guy","{'item': [{'chamber': 'House of Representatives', 'endYear': 1991, 'startYear': 1981}]}"
M000839,"Moffett, Toby","{'item': [{'chamber': 'House of Representatives', 'endYear': 1983, 'startYear': 1975}]}"
M000834,"Moakley, John Joseph","{'item': [{'chamber': 'House of Representatives', 'endYear': 2001, 'startYear': 1973}]}"
M000833,"Mizell, Wilmer","{'item': [{'chamber': 'House of Representatives', 'endYear': 1975, 'startYear': 1969}]}"
M000826,"Mitchell, Parren J.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1987, 'startYear': 1971}]}"
M000808,"Mitchell, Donald J.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1983, 'startYear': 1973}]}"
M000799,"Minshall, William E.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1975, 'startYear': 1955}]}"
M000797,"Mink, Patsy T.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1977, 'startYear': 1965}, {'chamber': 'House of Representatives', 'endYear': 2002, 'startYear': 1989}]}"
M000796,"Minish, Joseph G.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1985, 'startYear': 1963}]}"
M000795,"Minge, David","{'item': [{'chamber': 'House of Representatives', 'endYear': 2001, 'startYear': 1993}]}"
M000794,"Mineta, Norman Y.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1997, 'startYear': 1975}]}"
M000779,"Mills, William O.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1975, 'startYear': 1971}]}"
M000778,"Mills, Wilbur D.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1977, 'startYear': 1939}]}"
M000736,"Miller, John R.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1993, 'startYear': 1985}]}"
M000725,"Miller, George","{'item': [{'chamber': 'House of Representatives', 'endYear': 2015, 'startYear': 1975}]}"
M000720,"Miller, Dan","{'item': [{'chamber': 'House of Representatives', 'endYear': 2003, 'startYear': 1993}]}"
M000718,"Miller, Clarence E.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1993, 'startYear': 1967}]}"
M000714,"Millender-McDonald, Juanita","{'item': [{'chamber': 'House of Representatives', 'endYear': 2007, 'startYear': 1995}]}"
M000708,"Milford, Dale","{'item': [{'chamber': 'House of Representatives', 'endYear': 1979, 'startYear': 1973}]}"
M000703,"Mikva, Abner J.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1973, 'startYear': 1969}, {'chamber': 'House of Representatives', 'endYear': 1981, 'startYear': 1975}]}"
M000702,"Mikulski, Barbara A.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1987, 'startYear': 1977}, {'chamber': 'Senate', 'endYear': 2017, 'startYear': 1987}]}"
M000692,"Michel, Robert H.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1995, 'startYear': 1957}]}"
M000689,"Mica, John L.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2017, 'startYear': 1993}]}"
M000688,"Mica, Daniel Andrew","{'item': [{'chamber': 'House of Representatives', 'endYear': 1989, 'startYear': 1979}]}"
M000129,"Margolies-Mezvinsky, Marjorie","{'item': [{'chamber': 'House of Representatives', 'endYear': 1995, 'startYear': 1993}]}"
M000686,"Mezvinsky, Edward","{'item': [{'chamber': 'House of Representatives', 'endYear': 1977, 'startYear': 1973}]}"
M000685,"Meyner, Helen S.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1979, 'startYear': 1975}]}"
M000684,"Meyers, Jan","{'item': [{'chamber': 'House of Representatives', 'endYear': 1997, 'startYear': 1985}]}"
M000675,"Metcalfe, Ralph H.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1979, 'startYear': 1971}]}"
M000669,"Metcalf, Jack","{'item': [{'chamber': 'House of Representatives', 'endYear': 2001, 'startYear': 1995}]}"
